Task,Start,Finish,Cores
-1,2022-03-15 22:44:55.823659,2022-03-15 22:44:56.824995,8
88,2022-03-15 22:45:05.492397,2022-03-15 23:26:51.169453,8
-1,2022-03-15 22:45:36.863671,2022-03-15 22:45:37.864949,8
-1,2022-03-15 22:46:17.903619,2022-03-15 22:46:18.904883,8
39.5,2022-03-15 22:12:33.731735,2022-03-15 22:17:37.731735,1
39.5,2022-03-15 22:17:37.731735,2022-03-15 22:23:24.731735,2
39.5,2022-03-15 22:23:24.731735,2022-03-15 22:29:43.731735,1
39.5,2022-03-15 22:29:43.731735,2022-03-15 22:37:15.731735,2
39.5,2022-03-15 22:37:15.731735,2022-03-15 22:46:08.731735,1
-1,2022-03-15 22:47:07.951651,2022-03-15 22:47:08.952943,8
38.5,2022-03-15 22:11:57.449985,2022-03-15 22:17:25.449985,1
38.5,2022-03-15 22:17:25.449985,2022-03-15 22:23:29.449985,2
38.5,2022-03-15 22:23:29.449985,2022-03-15 22:30:22.449985,1
38.5,2022-03-15 22:30:22.449985,2022-03-15 22:37:58.449985,2
38.5,2022-03-15 22:37:58.449985,2022-03-15 22:47:08.449985,1
-1,2022-03-15 22:47:46.991674,2022-03-15 22:47:47.992963,8
89,2022-03-15 22:47:56.444509,2022-03-15 23:28:13.194069,8
-1,2022-03-15 22:48:15.019629,2022-03-15 22:48:16.020931,8
90,2022-03-15 22:48:24.495795,2022-03-15 23:28:22.267744,8
-1,2022-03-15 22:48:48.051661,2022-03-15 22:48:49.052950,8
-1,2022-03-15 22:49:28.091703,2022-03-15 22:49:29.093022,8
40.5,2022-03-15 22:13:15.737362,2022-03-15 22:18:49.737362,1
40.5,2022-03-15 22:18:49.737362,2022-03-15 22:25:07.737362,2
40.5,2022-03-15 22:25:07.737362,2022-03-15 22:32:13.737362,1
40.5,2022-03-15 22:32:13.737362,2022-03-15 22:39:59.737362,2
40.5,2022-03-15 22:39:59.737362,2022-03-15 22:49:21.737362,1
41.5,2022-03-15 22:13:56.100011,2022-03-15 22:19:26.100011,1
41.5,2022-03-15 22:19:26.100011,2022-03-15 22:25:31.100011,2
41.5,2022-03-15 22:25:31.100011,2022-03-15 22:32:07.100011,1
41.5,2022-03-15 22:32:07.100011,2022-03-15 22:40:26.100011,2
41.5,2022-03-15 22:40:26.100011,2022-03-15 22:49:21.100011,1
-3,2022-03-15 22:49:46.867684,2022-03-15 22:49:47.869012,58
58,2022-03-15 22:49:55.887797,2022-03-15 23:29:09.120779,8
-1,2022-03-15 22:50:00.123667,2022-03-15 22:50:01.125033,8
91,2022-03-15 22:50:09.779785,2022-03-15 23:28:58.370375,8
-1,2022-03-15 22:50:42.163635,2022-03-15 22:50:43.164930,8
92,2022-03-15 22:50:51.151804,2022-03-15 23:31:55.549361,8
42.5,2022-03-15 22:14:38.495718,2022-03-15 22:20:17.495718,1
42.5,2022-03-15 22:20:17.495718,2022-03-15 22:26:31.495718,2
42.5,2022-03-15 22:26:31.495718,2022-03-15 22:33:24.495718,1
42.5,2022-03-15 22:33:24.495718,2022-03-15 22:41:52.495718,2
42.5,2022-03-15 22:41:52.495718,2022-03-15 22:50:44.495718,1
-1,2022-03-15 22:51:17.199660,2022-03-15 22:51:18.200961,8
93,2022-03-15 22:51:26.588599,2022-03-15 23:29:38.976250,8
43.5,2022-03-15 22:15:22.067729,2022-03-15 22:21:03.067729,1
43.5,2022-03-15 22:21:03.067729,2022-03-15 22:27:10.067729,2
43.5,2022-03-15 22:27:10.067729,2022-03-15 22:34:06.067729,1
43.5,2022-03-15 22:34:06.067729,2022-03-15 22:42:34.067729,2
43.5,2022-03-15 22:42:34.067729,2022-03-15 22:51:34.067729,1
-1,2022-03-15 22:51:58.239675,2022-03-15 22:51:59.241007,8
94,2022-03-15 22:52:06.272366,2022-03-15 23:29:58.044851,8
-1,2022-03-15 22:52:40.279631,2022-03-15 22:52:41.280907,8
-1,2022-03-15 22:53:19.319599,2022-03-15 22:53:20.320865,8
-1,2022-03-15 22:53:58.355605,2022-03-15 22:53:59.356874,8
-1,2022-03-15 22:54:41.395607,2022-03-15 22:54:42.396897,8
45.5,2022-03-15 22:16:41.135740,2022-03-15 22:22:42.135740,1
45.5,2022-03-15 22:22:42.135740,2022-03-15 22:29:20.135740,2
45.5,2022-03-15 22:29:20.135740,2022-03-15 22:36:48.135740,1
45.5,2022-03-15 22:36:48.135740,2022-03-15 22:45:37.135740,2
45.5,2022-03-15 22:45:37.135740,2022-03-15 22:54:32.135740,1
44.5,2022-03-15 22:15:59.875406,2022-03-15 22:21:48.875406,1
44.5,2022-03-15 22:21:48.875406,2022-03-15 22:28:35.875406,2
44.5,2022-03-15 22:28:35.875406,2022-03-15 22:36:16.875406,1
44.5,2022-03-15 22:36:16.875406,2022-03-15 22:44:59.875406,2
44.5,2022-03-15 22:44:59.875406,2022-03-15 22:55:05.875406,1
-1,2022-03-15 22:55:18.431633,2022-03-15 22:55:19.432917,8
95,2022-03-15 22:55:34.159803,2022-03-15 23:31:14.746037,8
-1,2022-03-15 22:55:55.471666,2022-03-15 22:55:56.472959,8
47.5,2022-03-15 22:18:03.384570,2022-03-15 22:24:14.384570,1
47.5,2022-03-15 22:24:14.384570,2022-03-15 22:30:40.384570,2
47.5,2022-03-15 22:30:40.384570,2022-03-15 22:38:23.384570,1
47.5,2022-03-15 22:38:23.384570,2022-03-15 22:47:10.384570,2
47.5,2022-03-15 22:47:10.384570,2022-03-15 22:55:58.384570,1
-1,2022-03-15 22:56:38.515690,2022-03-15 22:56:39.516999,8
96,2022-03-15 22:56:47.759774,2022-03-15 23:31:35.478376,8
-1,2022-03-15 22:57:19.555655,2022-03-15 22:57:20.556966,8
46.5,2022-03-15 22:17:15.563740,2022-03-15 22:23:22.563740,1
46.5,2022-03-15 22:23:22.563740,2022-03-15 22:30:38.563740,2
46.5,2022-03-15 22:30:38.563740,2022-03-15 22:38:27.563740,1
46.5,2022-03-15 22:38:27.563740,2022-03-15 22:47:39.563740,2
46.5,2022-03-15 22:47:39.563740,2022-03-15 22:57:25.563740,1
-1,2022-03-15 22:58:05.599669,2022-03-15 22:58:06.601014,8
97,2022-03-15 22:58:14.830498,2022-03-15 23:31:47.798523,8
48.5,2022-03-15 22:18:48.338172,2022-03-15 22:25:20.338172,1
48.5,2022-03-15 22:25:20.338172,2022-03-15 22:32:09.338172,2
48.5,2022-03-15 22:32:09.338172,2022-03-15 22:40:24.338172,1
48.5,2022-03-15 22:40:24.338172,2022-03-15 22:49:20.338172,2
48.5,2022-03-15 22:49:20.338172,2022-03-15 22:58:16.338172,1
-1,2022-03-15 22:58:40.635655,2022-03-15 22:58:41.636966,8
98,2022-03-15 22:58:49.807801,2022-03-15 23:31:27.872139,8
-1,2022-03-15 22:59:13.667638,2022-03-15 22:59:14.668943,8
-1,2022-03-15 22:59:56.711600,2022-03-15 22:59:57.712884,8
-1,2022-03-15 23:00:37.751623,2022-03-15 23:00:38.752912,8
49.5,2022-03-15 22:19:25.283773,2022-03-15 22:26:07.283773,1
49.5,2022-03-15 22:26:07.283773,2022-03-15 22:33:31.283773,2
49.5,2022-03-15 22:33:31.283773,2022-03-15 22:41:33.283773,1
49.5,2022-03-15 22:41:33.283773,2022-03-15 22:51:06.283773,2
49.5,2022-03-15 22:51:06.283773,2022-03-15 23:01:04.283773,1
-1,2022-03-15 23:01:21.795597,2022-03-15 23:01:22.796911,8
99,2022-03-15 23:01:33.159852,2022-03-15 23:32:26.735414,8
-1,2022-03-15 23:01:59.831646,2022-03-15 23:02:00.832960,8
-1,2022-03-15 23:02:42.875601,2022-03-15 23:02:43.876876,8
51.5,2022-03-15 22:20:36.426296,2022-03-15 22:27:27.426296,1
51.5,2022-03-15 22:27:27.426296,2022-03-15 22:34:48.426296,2
51.5,2022-03-15 22:34:48.426296,2022-03-15 22:43:13.426296,1
51.5,2022-03-15 22:43:13.426296,2022-03-15 22:52:57.426296,2
51.5,2022-03-15 22:52:57.426296,2022-03-15 23:02:39.426296,1
-1,2022-03-15 23:03:19.911664,2022-03-15 23:03:20.913000,8
-1,2022-03-15 23:04:00.951622,2022-03-15 23:04:01.952926,8
52.5,2022-03-15 22:21:19.339750,2022-03-15 22:28:28.339750,1
52.5,2022-03-15 22:28:28.339750,2022-03-15 22:35:59.339750,2
52.5,2022-03-15 22:35:59.339750,2022-03-15 22:44:42.339750,1
52.5,2022-03-15 22:44:42.339750,2022-03-15 22:54:28.339750,2
52.5,2022-03-15 22:54:28.339750,2022-03-15 23:03:59.339750,1
-1,2022-03-15 23:04:40.991675,2022-03-15 23:04:41.992993,8
100,2022-03-15 23:04:50.497965,2022-03-15 23:22:52.418152,8
55.5,2022-03-15 22:23:09.942491,2022-03-15 22:30:10.942491,1
55.5,2022-03-15 22:30:10.942491,2022-03-15 22:37:58.942491,2
55.5,2022-03-15 22:37:58.942491,2022-03-15 22:46:48.942491,1
55.5,2022-03-15 22:46:48.942491,2022-03-15 22:55:46.942491,2
55.5,2022-03-15 22:55:46.942491,2022-03-15 23:04:49.942491,1
-1,2022-03-15 23:05:15.023682,2022-03-15 23:05:16.025053,8
53.5,2022-03-15 22:21:51.831734,2022-03-15 22:29:08.831734,1
53.5,2022-03-15 22:29:08.831734,2022-03-15 22:37:07.831734,2
53.5,2022-03-15 22:37:07.831734,2022-03-15 22:46:00.831734,1
53.5,2022-03-15 22:46:00.831734,2022-03-15 22:55:43.831734,2
53.5,2022-03-15 22:55:43.831734,2022-03-15 23:05:06.831734,1
101,2022-03-15 23:05:23.579799,2022-03-15 23:32:49.916165,8
-1,2022-03-15 23:05:51.059701,2022-03-15 23:05:52.061075,8
54.5,2022-03-15 22:22:35.879757,2022-03-15 22:29:54.879757,1
54.5,2022-03-15 22:29:54.879757,2022-03-15 22:37:36.879757,2
54.5,2022-03-15 22:37:36.879757,2022-03-15 22:46:43.879757,1
54.5,2022-03-15 22:46:43.879757,2022-03-15 22:56:24.879757,2
54.5,2022-03-15 22:56:24.879757,2022-03-15 23:05:42.879757,1
102,2022-03-15 23:05:59.985061,2022-03-15 23:33:08.206191,8
-1,2022-03-15 23:06:30.099664,2022-03-15 23:06:31.100994,8
103,2022-03-15 23:06:39.068823,2022-03-15 23:33:36.356123,8
57.5,2022-03-15 22:24:35.643762,2022-03-15 22:31:33.643762,1
57.5,2022-03-15 22:31:33.643762,2022-03-15 22:39:36.643762,2
57.5,2022-03-15 22:39:36.643762,2022-03-15 22:48:28.643762,1
57.5,2022-03-15 22:48:28.643762,2022-03-15 22:57:24.643762,2
57.5,2022-03-15 22:57:24.643762,2022-03-15 23:06:35.643762,1
-1,2022-03-15 23:07:19.147692,2022-03-15 23:07:20.149029,8
104,2022-03-15 23:07:28.346070,2022-03-15 23:33:19.450821,8
-1,2022-03-15 23:08:01.187661,2022-03-15 23:08:02.189045,8
56.5,2022-03-15 22:23:49.539760,2022-03-15 22:31:31.539760,1
56.5,2022-03-15 22:31:31.539760,2022-03-15 22:39:21.539760,2
56.5,2022-03-15 22:39:21.539760,2022-03-15 22:48:46.539760,1
56.5,2022-03-15 22:48:46.539760,2022-03-15 22:58:40.539760,2
56.5,2022-03-15 22:58:40.539760,2022-03-15 23:07:48.539760,1
105,2022-03-15 23:08:10.142694,2022-03-15 23:33:52.047647,8
-1,2022-03-15 23:08:44.231669,2022-03-15 23:08:45.233051,8
106,2022-03-15 23:08:53.145041,2022-03-15 23:33:33.966931,8
-1,2022-03-15 23:09:19.267682,2022-03-15 23:09:20.269035,8
107,2022-03-15 23:09:28.595275,2022-03-15 23:33:57.675632,8
-1,2022-03-15 23:09:59.307654,2022-03-15 23:10:00.309013,8
60.5,2022-03-15 22:26:28.625678,2022-03-15 22:34:11.625678,1
60.5,2022-03-15 22:34:11.625678,2022-03-15 22:42:43.625678,2
60.5,2022-03-15 22:42:43.625678,2022-03-15 22:51:48.625678,1
60.5,2022-03-15 22:51:48.625678,2022-03-15 23:00:39.625678,2
60.5,2022-03-15 23:00:39.625678,2022-03-15 23:09:56.625678,1
59.5,2022-03-15 22:25:45.435823,2022-03-15 22:33:35.435823,1
59.5,2022-03-15 22:33:35.435823,2022-03-15 22:41:50.435823,2
59.5,2022-03-15 22:41:50.435823,2022-03-15 22:51:21.435823,1
59.5,2022-03-15 22:51:21.435823,2022-03-15 23:01:13.435823,2
59.5,2022-03-15 23:01:13.435823,2022-03-15 23:10:16.435823,1
-1,2022-03-15 23:10:37.343641,2022-03-15 23:10:38.344992,8
108,2022-03-15 23:10:49.003828,2022-03-15 23:33:54.208971,8
61.5,2022-03-15 22:27:10.559765,2022-03-15 22:34:48.559765,1
61.5,2022-03-15 22:34:48.559765,2022-03-15 22:43:57.559765,2
61.5,2022-03-15 22:43:57.559765,2022-03-15 22:52:58.559765,1
61.5,2022-03-15 22:52:58.559765,2022-03-15 23:01:48.559765,2
61.5,2022-03-15 23:01:48.559765,2022-03-15 23:11:01.559765,1
62.5,2022-03-15 22:27:45.640441,2022-03-15 22:35:37.640441,1
62.5,2022-03-15 22:35:37.640441,2022-03-15 22:44:16.640441,2
62.5,2022-03-15 22:44:16.640441,2022-03-15 22:53:16.640441,1
62.5,2022-03-15 22:53:16.640441,2022-03-15 23:02:06.640441,2
62.5,2022-03-15 23:02:06.640441,2022-03-15 23:11:29.640441,1
64.5,2022-03-15 22:29:08.055654,2022-03-15 22:37:16.055654,1
64.5,2022-03-15 22:37:16.055654,2022-03-15 22:46:05.055654,2
64.5,2022-03-15 22:46:05.055654,2022-03-15 22:55:00.055654,1
64.5,2022-03-15 22:55:00.055654,2022-03-15 23:04:01.055654,2
64.5,2022-03-15 23:04:01.055654,2022-03-15 23:13:08.055654,1
63.5,2022-03-15 22:28:26.467758,2022-03-15 22:36:39.467758,1
63.5,2022-03-15 22:36:39.467758,2022-03-15 22:45:32.467758,2
63.5,2022-03-15 22:45:32.467758,2022-03-15 22:55:28.467758,1
63.5,2022-03-15 22:55:28.467758,2022-03-15 23:04:54.467758,2
63.5,2022-03-15 23:04:54.467758,2022-03-15 23:13:54.467758,1
-3,2022-03-15 23:14:33.795702,2022-03-15 23:14:34.797065,65
65,2022-03-15 23:14:42.736404,2022-03-15 23:34:22.600849,8
66.5,2022-03-15 22:30:25.783791,2022-03-15 22:38:49.783791,1
66.5,2022-03-15 22:38:49.783791,2022-03-15 22:47:42.783791,2
66.5,2022-03-15 22:47:42.783791,2022-03-15 22:56:37.783791,1
66.5,2022-03-15 22:56:37.783791,2022-03-15 23:05:43.783791,2
66.5,2022-03-15 23:05:43.783791,2022-03-15 23:14:42.783791,1
68.5,2022-03-15 22:31:43.675737,2022-03-15 22:40:28.675737,1
68.5,2022-03-15 22:40:28.675737,2022-03-15 22:49:21.675737,2
68.5,2022-03-15 22:49:21.675737,2022-03-15 22:58:15.675737,1
68.5,2022-03-15 22:58:15.675737,2022-03-15 23:07:20.675737,2
68.5,2022-03-15 23:07:20.675737,2022-03-15 23:16:11.675737,1
50.5,2022-03-15 22:30:52.778635,2022-03-15 22:39:13.778635,1
50.5,2022-03-15 22:39:13.778635,2022-03-15 22:48:34.778635,2
50.5,2022-03-15 22:48:34.778635,2022-03-15 22:58:14.778635,1
50.5,2022-03-15 22:58:14.778635,2022-03-15 23:07:25.778635,2
50.5,2022-03-15 23:07:25.778635,2022-03-15 23:16:20.778635,1
67.5,2022-03-15 22:31:00.526861,2022-03-15 22:39:18.526861,1
67.5,2022-03-15 22:39:18.526861,2022-03-15 22:48:42.526861,2
67.5,2022-03-15 22:48:42.526861,2022-03-15 22:58:24.526861,1
67.5,2022-03-15 22:58:24.526861,2022-03-15 23:07:38.526861,2
67.5,2022-03-15 23:07:38.526861,2022-03-15 23:16:33.526861,1
69.5,2022-03-15 22:32:25.304426,2022-03-15 22:41:20.304426,1
69.5,2022-03-15 22:41:20.304426,2022-03-15 22:50:18.304426,2
69.5,2022-03-15 22:50:18.304426,2022-03-15 22:59:11.304426,1
69.5,2022-03-15 22:59:11.304426,2022-03-15 23:08:23.304426,2
69.5,2022-03-15 23:08:23.304426,2022-03-15 23:17:02.304426,1
71.5,2022-03-15 22:33:40.763738,2022-03-15 22:42:48.763738,1
71.5,2022-03-15 22:42:48.763738,2022-03-15 22:52:13.763738,2
71.5,2022-03-15 22:52:13.763738,2022-03-15 23:01:09.763738,1
71.5,2022-03-15 23:01:09.763738,2022-03-15 23:10:23.763738,2
71.5,2022-03-15 23:10:23.763738,2022-03-15 23:18:39.763738,1
70.5,2022-03-15 22:33:08.820708,2022-03-15 22:41:54.820708,1
70.5,2022-03-15 22:41:54.820708,2022-03-15 22:51:29.820708,2
70.5,2022-03-15 22:51:29.820708,2022-03-15 23:01:15.820708,1
70.5,2022-03-15 23:01:15.820708,2022-03-15 23:10:18.820708,2
70.5,2022-03-15 23:10:18.820708,2022-03-15 23:18:48.820708,1
72.5,2022-03-15 22:34:21.599819,2022-03-15 22:43:17.599819,1
72.5,2022-03-15 22:43:17.599819,2022-03-15 22:53:19.599819,2
72.5,2022-03-15 22:53:19.599819,2022-03-15 23:03:11.599819,1
72.5,2022-03-15 23:03:11.599819,2022-03-15 23:12:10.599819,2
72.5,2022-03-15 23:12:10.599819,2022-03-15 23:20:20.599819,1
74.5,2022-03-15 22:35:39.623786,2022-03-15 22:45:04.623786,1
74.5,2022-03-15 22:45:04.623786,2022-03-15 22:54:20.623786,2
74.5,2022-03-15 22:54:20.623786,2022-03-15 23:03:32.623786,1
74.5,2022-03-15 23:03:32.623786,2022-03-15 23:12:43.623786,2
74.5,2022-03-15 23:12:43.623786,2022-03-15 23:20:25.623786,1
73.5,2022-03-15 22:35:07.671769,2022-03-15 22:44:19.671769,1
73.5,2022-03-15 22:44:19.671769,2022-03-15 22:54:04.671769,2
73.5,2022-03-15 22:54:04.671769,2022-03-15 23:03:44.671769,1
73.5,2022-03-15 23:03:44.671769,2022-03-15 23:12:42.671769,2
73.5,2022-03-15 23:12:42.671769,2022-03-15 23:20:47.671769,1
76.5,2022-03-15 22:36:55.623776,2022-03-15 22:46:30.623776,1
76.5,2022-03-15 22:46:30.623776,2022-03-15 22:55:59.623776,2
76.5,2022-03-15 22:55:59.623776,2022-03-15 23:05:04.623776,1
76.5,2022-03-15 23:05:04.623776,2022-03-15 23:14:04.623776,2
76.5,2022-03-15 23:14:04.623776,2022-03-15 23:21:30.623776,1
75.5,2022-03-15 22:36:12.097391,2022-03-15 22:45:48.097391,1
75.5,2022-03-15 22:45:48.097391,2022-03-15 22:55:58.097391,2
75.5,2022-03-15 22:55:58.097391,2022-03-15 23:05:26.097391,1
75.5,2022-03-15 23:05:26.097391,2022-03-15 23:14:24.097391,2
75.5,2022-03-15 23:14:24.097391,2022-03-15 23:21:57.097391,1
78.5,2022-03-15 22:38:15.463785,2022-03-15 22:47:45.463785,1
78.5,2022-03-15 22:47:45.463785,2022-03-15 22:56:53.463785,2
78.5,2022-03-15 22:56:53.463785,2022-03-15 23:06:27.463785,1
78.5,2022-03-15 23:06:27.463785,2022-03-15 23:15:17.463785,2
78.5,2022-03-15 23:15:17.463785,2022-03-15 23:22:25.463785,1
77.5,2022-03-15 22:37:37.700486,2022-03-15 22:47:23.700486,1
77.5,2022-03-15 22:47:23.700486,2022-03-15 22:57:08.700486,2
77.5,2022-03-15 22:57:08.700486,2022-03-15 23:06:21.700486,1
77.5,2022-03-15 23:06:21.700486,2022-03-15 23:15:16.700486,2
77.5,2022-03-15 23:15:16.700486,2022-03-15 23:22:40.700486,1
-3,2022-03-15 23:23:35.211651,2022-03-15 23:23:36.213004,100
100,2022-03-15 23:23:43.183760,2022-03-15 23:34:53.746744,8
79.5,2022-03-15 22:38:52.590535,2022-03-15 22:48:57.590535,1
79.5,2022-03-15 22:48:57.590535,2022-03-15 22:58:45.590535,2
79.5,2022-03-15 22:58:45.590535,2022-03-15 23:07:56.590535,1
79.5,2022-03-15 23:07:56.590535,2022-03-15 23:16:46.590535,2
79.5,2022-03-15 23:16:46.590535,2022-03-15 23:23:36.590535,1
82.5,2022-03-15 22:40:51.963804,2022-03-15 22:50:41.963804,1
82.5,2022-03-15 22:50:41.963804,2022-03-15 23:00:04.963804,2
82.5,2022-03-15 23:00:04.963804,2022-03-15 23:09:12.963804,1
82.5,2022-03-15 23:09:12.963804,2022-03-15 23:17:38.963804,2
82.5,2022-03-15 23:17:38.963804,2022-03-15 23:24:12.963804,1
80.5,2022-03-15 22:39:37.180592,2022-03-15 22:50:06.180592,1
80.5,2022-03-15 22:50:06.180592,2022-03-15 23:00:10.180592,2
80.5,2022-03-15 23:00:10.180592,2022-03-15 23:09:14.180592,1
80.5,2022-03-15 23:09:14.180592,2022-03-15 23:17:57.180592,2
80.5,2022-03-15 23:17:57.180592,2022-03-15 23:24:22.180592,1
81.5,2022-03-15 22:40:14.334620,2022-03-15 22:50:38.334620,1
81.5,2022-03-15 22:50:38.334620,2022-03-15 23:00:34.334620,2
81.5,2022-03-15 23:00:34.334620,2022-03-15 23:09:41.334620,1
81.5,2022-03-15 23:09:41.334620,2022-03-15 23:18:19.334620,2
81.5,2022-03-15 23:18:19.334620,2022-03-15 23:24:40.334620,1
83.5,2022-03-15 22:41:38.897385,2022-03-15 22:51:57.897385,1
83.5,2022-03-15 22:51:57.897385,2022-03-15 23:01:44.897385,2
83.5,2022-03-15 23:01:44.897385,2022-03-15 23:10:46.897385,1
83.5,2022-03-15 23:10:46.897385,2022-03-15 23:19:15.897385,2
83.5,2022-03-15 23:19:15.897385,2022-03-15 23:25:14.897385,1
85.5,2022-03-15 22:43:04.668819,2022-03-15 22:52:39.668819,1
85.5,2022-03-15 22:52:39.668819,2022-03-15 23:01:42.668819,2
85.5,2022-03-15 23:01:42.668819,2022-03-15 23:10:56.668819,1
85.5,2022-03-15 23:10:56.668819,2022-03-15 23:18:59.668819,2
85.5,2022-03-15 23:18:59.668819,2022-03-15 23:25:19.668819,1
84.5,2022-03-15 22:42:24.027802,2022-03-15 22:53:04.027802,1
84.5,2022-03-15 22:53:04.027802,2022-03-15 23:03:12.027802,2
84.5,2022-03-15 23:03:12.027802,2022-03-15 23:12:10.027802,1
84.5,2022-03-15 23:12:10.027802,2022-03-15 23:20:25.027802,2
84.5,2022-03-15 23:20:25.027802,2022-03-15 23:25:59.027802,1
87.5,2022-03-15 22:44:20.971811,2022-03-15 22:53:58.971811,1
87.5,2022-03-15 22:53:58.971811,2022-03-15 23:02:56.971811,2
87.5,2022-03-15 23:02:56.971811,2022-03-15 23:12:15.971811,1
87.5,2022-03-15 23:12:15.971811,2022-03-15 23:20:06.971811,2
87.5,2022-03-15 23:20:06.971811,2022-03-15 23:25:59.971811,1
86.5,2022-03-15 22:43:35.428493,2022-03-15 22:54:00.428493,1
86.5,2022-03-15 22:54:00.428493,2022-03-15 23:03:37.428493,2
86.5,2022-03-15 23:03:37.428493,2022-03-15 23:12:35.428493,1
86.5,2022-03-15 23:12:35.428493,2022-03-15 23:20:40.428493,2
86.5,2022-03-15 23:20:40.428493,2022-03-15 23:26:07.428493,1
88.5,2022-03-15 22:45:05.492397,2022-03-15 22:54:48.492397,1
88.5,2022-03-15 22:54:48.492397,2022-03-15 23:03:45.492397,2
88.5,2022-03-15 23:03:45.492397,2022-03-15 23:12:56.492397,1
88.5,2022-03-15 23:12:56.492397,2022-03-15 23:20:45.492397,2
88.5,2022-03-15 23:20:45.492397,2022-03-15 23:26:32.492397,1
89.5,2022-03-15 22:47:56.444509,2022-03-15 22:57:28.444509,1
89.5,2022-03-15 22:57:28.444509,2022-03-15 23:06:37.444509,2
89.5,2022-03-15 23:06:37.444509,2022-03-15 23:15:30.444509,1
89.5,2022-03-15 23:15:30.444509,2022-03-15 23:22:42.444509,2
89.5,2022-03-15 23:22:42.444509,2022-03-15 23:27:55.444509,1
90.5,2022-03-15 22:48:24.495795,2022-03-15 22:57:56.495795,1
90.5,2022-03-15 22:57:56.495795,2022-03-15 23:07:04.495795,2
90.5,2022-03-15 23:07:04.495795,2022-03-15 23:15:56.495795,1
90.5,2022-03-15 23:15:56.495795,2022-03-15 23:22:57.495795,2
90.5,2022-03-15 23:22:57.495795,2022-03-15 23:28:05.495795,1
91.5,2022-03-15 22:50:09.779785,2022-03-15 23:00:38.779785,1
91.5,2022-03-15 23:00:38.779785,2022-03-15 23:09:42.779785,2
91.5,2022-03-15 23:09:42.779785,2022-03-15 23:18:16.779785,1
91.5,2022-03-15 23:18:16.779785,2022-03-15 23:24:37.779785,2
91.5,2022-03-15 23:24:37.779785,2022-03-15 23:28:41.779785,1
58.5,2022-03-15 22:49:55.887797,2022-03-15 23:00:53.887797,1
58.5,2022-03-15 23:00:53.887797,2022-03-15 23:10:26.887797,2
58.5,2022-03-15 23:10:26.887797,2022-03-15 23:18:56.887797,1
58.5,2022-03-15 23:18:56.887797,2022-03-15 23:25:03.887797,2
58.5,2022-03-15 23:25:03.887797,2022-03-15 23:28:50.887797,1
93.5,2022-03-15 22:51:26.588599,2022-03-15 23:02:29.588599,1
93.5,2022-03-15 23:02:29.588599,2022-03-15 23:11:46.588599,2
93.5,2022-03-15 23:11:46.588599,2022-03-15 23:19:58.588599,1
93.5,2022-03-15 23:19:58.588599,2022-03-15 23:25:39.588599,2
93.5,2022-03-15 23:25:39.588599,2022-03-15 23:29:21.588599,1
94.5,2022-03-15 22:52:06.272366,2022-03-15 23:01:49.272366,1
94.5,2022-03-15 23:01:49.272366,2022-03-15 23:11:37.272366,2
94.5,2022-03-15 23:11:37.272366,2022-03-15 23:19:30.272366,1
94.5,2022-03-15 23:19:30.272366,2022-03-15 23:25:40.272366,2
94.5,2022-03-15 23:25:40.272366,2022-03-15 23:29:41.272366,1
95.5,2022-03-15 22:55:34.159803,2022-03-15 23:05:28.159803,1
95.5,2022-03-15 23:05:28.159803,2022-03-15 23:15:05.159803,2
95.5,2022-03-15 23:15:05.159803,2022-03-15 23:22:21.159803,1
95.5,2022-03-15 23:22:21.159803,2022-03-15 23:27:38.159803,2
95.5,2022-03-15 23:27:38.159803,2022-03-15 23:30:55.159803,1
98.5,2022-03-15 22:58:49.807801,2022-03-15 23:08:44.807801,1
98.5,2022-03-15 23:08:44.807801,2022-03-15 23:17:27.807801,2
98.5,2022-03-15 23:17:27.807801,2022-03-15 23:24:04.807801,1
98.5,2022-03-15 23:24:04.807801,2022-03-15 23:28:16.807801,2
98.5,2022-03-15 23:28:16.807801,2022-03-15 23:31:09.807801,1
96.5,2022-03-15 22:56:47.759774,2022-03-15 23:06:36.759774,1
96.5,2022-03-15 23:06:36.759774,2022-03-15 23:15:33.759774,2
96.5,2022-03-15 23:15:33.759774,2022-03-15 23:22:59.759774,1
96.5,2022-03-15 23:22:59.759774,2022-03-15 23:28:12.759774,2
96.5,2022-03-15 23:28:12.759774,2022-03-15 23:31:18.759774,1
97.5,2022-03-15 22:58:14.830498,2022-03-15 23:08:14.830498,1
97.5,2022-03-15 23:08:14.830498,2022-03-15 23:16:56.830498,2
97.5,2022-03-15 23:16:56.830498,2022-03-15 23:23:39.830498,1
97.5,2022-03-15 23:23:39.830498,2022-03-15 23:28:32.830498,2
97.5,2022-03-15 23:28:32.830498,2022-03-15 23:31:28.830498,1
99.5,2022-03-15 23:01:33.159852,2022-03-15 23:11:29.159852,1
99.5,2022-03-15 23:11:29.159852,2022-03-15 23:19:24.159852,2
99.5,2022-03-15 23:19:24.159852,2022-03-15 23:25:29.159852,1
99.5,2022-03-15 23:25:29.159852,2022-03-15 23:29:38.159852,2
99.5,2022-03-15 23:29:38.159852,2022-03-15 23:32:09.159852,1
-3,2022-03-15 23:32:37.787741,2022-03-15 23:32:38.789247,92
92,2022-03-15 23:32:42.401544,2022-03-15 23:40:56.151570,8
101.5,2022-03-15 23:05:23.579799,2022-03-15 23:15:00.579799,1
